Country_Name,Country_Code,year,surface_pct
Italy,ITA,1998,27.92611608
Lithuania,LTU,1998,31.98787492
Luxembourg,LUX,1998,
Latvia,LVA,1998,51.89079684
Malta,MLT,1998,1.09375
Netherlands,NLD,1998,10.56475118
Poland,POL,1998,29.46096836
Portugal,PRT,1998,36.11584699
Romania,ROU,1998,27.73204408
Slovak Republic,SVK,1998,39.53480249
Slovenia,SVN,1998,60.77457795
Sweden,SWE,1998,68.58458839
Austria,AUT,1999,46.40219181
Belgium,BEL,1999,23.00182815
Bulgaria,BGR,1999,30.46370786
Cyprus,CYP,1999,18.45887446
Czech Republic,CZE,1999,34.12065485
Germany,DEU,1999,32.51934208
Denmark,DNK,1999,13.37695027
Spain,ESP,1999,33.58762414
Estonia,EST,1999,52.73864119
Finland,FIN,1999,73.50408418
France,FRA,1999,27.7643243
United Kingdom,GBR,1999,12.13739511
Greece,GRC,1999,27.69636695
Croatia,HRV,1999,33.65229834
Hungary,HUN,1999,21.27442094
Ireland,IRL,1999,8.905327333
Italy,ITA,1999,28.19115297
Lithuania,LTU,1999,32.10753031
Luxembourg,LUX,1999,
Latvia,LVA,1999,52.00012863
Malta,MLT,1999,1.09375
Netherlands,NLD,1999,10.60672393
Poland,POL,1999,29.51875673
Portugal,PRT,1999,35.98688525
Romania,ROU,1999,27.72865854
Slovak Republic,SVK,1999,39.53257796
Slovenia,SVN,1999,60.9980139
Sweden,SWE,1999,68.60895842
Austria,AUT,2000,46.47783967
Belgium,BEL,2000,22.03764861
Bulgaria,BGR,2000,30.50709572
Cyprus,CYP,2000,18.57251082
Czech Republic,CZE,2000,34.13083991
Germany,DEU,2000,32.53761284
Denmark,DNK,2000,13.47160028
Spain,ESP,2000,34.25637275
Estonia,EST,2000,52.81646615
Finland,FIN,2000,73.69132276
France,FRA,2000,27.91987099
United Kingdom,GBR,2000,12.21014343
Greece,GRC,2000,27.93040807
Croatia,HRV,2000,33.71489894
Hungary,HUN,2000,21.43684445
Ireland,IRL,2000,9.150239512
Italy,ITA,2000,28.45618986
Lithuania,LTU,2000,32.22718571
Luxembourg,LUX,2000,35.67901235
Latvia,LVA,2000,52.10946042
Malta,MLT,2000,1.09375
Netherlands,NLD,2000,10.64869668
Poland,POL,2000,29.5765451
Portugal,PRT,2000,35.8579235
Romania,ROU,2000,27.7132036
Slovak Republic,SVK,2000,39.53035343
Slovenia,SVN,2000,61.22144985
Sweden,SWE,2000,68.63332846
Austria,AUT,2001,46.508186
Belgium,BEL,2001,22.11218626
Bulgaria,BGR,2001,30.83431257
Cyprus,CYP,2001,18.58582251
Czech Republic,CZE,2001,34.15683965
Germany,DEU,2001,32.55803955
Denmark,DNK,2001,13.50669338
Spain,ESP,2001,34.58050028
Estonia,EST,2001,53.04560038
Finland,FIN,2001,73.62446568
France,FRA,2001,28.12642106
United Kingdom,GBR,2001,12.25354441
Greece,GRC,2001,28.16436695
Croatia,HRV,2001,33.77749955
Hungary,HUN,2001,21.57656773
Ireland,IRL,2001,9.280911598
Italy,ITA,2001,28.68018428
Lithuania,LTU,2001,32.46649649
Luxembourg,LUX,2001,35.76131687
Latvia,LVA,2001,52.32027783
Malta,MLT,2001,1.09375
Netherlands,NLD,2001,10.69010664
Poland,POL,2001,29.66469686
Portugal,PRT,2001,35.82622951
Romania,ROU,2001,27.778068
Slovak Republic,SVK,2001,39.56465696
Slovenia,SVN,2001,61.29096326
Sweden,SWE,2001,68.61139543
Austria,AUT,2002,46.53853233
Belgium,BEL,2002,22.18672391
Bulgaria,BGR,2002,31.68566176
Cyprus,CYP,2002,18.5991342
Czech Republic,CZE,2002,34.18283939
Germany,DEU,2002,32.57753827
Denmark,DNK,2002,13.54178647
Spain,ESP,2002,34.83530779
Estonia,EST,2002,53.27473461
Finland,FIN,2002,73.55760859
France,FRA,2002,28.33297112
United Kingdom,GBR,2002,12.2969454
Greece,GRC,2002,28.39832661
Croatia,HRV,2002,33.84010016
Hungary,HUN,2002,21.71629101
Ireland,IRL,2002,9.411583684
Italy,ITA,2002,28.90417871
Lithuania,LTU,2002,32.70580728
Luxembourg,LUX,2002,35.8436214
Latvia,LVA,2002,52.53109525
Malta,MLT,2002,1.09375
Netherlands,NLD,2002,10.73151659
Poland,POL,2002,29.75284861
Portugal,PRT,2002,35.79453552
Romania,ROU,2002,27.82355244
Slovak Republic,SVK,2002,39.5989605
Slovenia,SVN,2002,61.36047666
Sweden,SWE,2002,68.5894624
Austria,AUT,2003,46.56887866
Belgium,BEL,2003,22.26126156
Bulgaria,BGR,2003,32.02721339
Cyprus,CYP,2003,18.61244589
Czech Republic,CZE,2003,34.20883914
Germany,DEU,2003,32.59797598
Denmark,DNK,2003,13.57687957
Spain,ESP,2003,35.11418641
Estonia,EST,2003,53.50386884
Finland,FIN,2003,73.4907515
France,FRA,2003,28.52389357
United Kingdom,GBR,2003,12.34034638
Greece,GRC,2003,28.63228549
Croatia,HRV,2003,33.90270077
Hungary,HUN,2003,21.85601428
Ireland,IRL,2003,9.54225577
Italy,ITA,2003,29.12520228
Lithuania,LTU,2003,32.94511806
Luxembourg,LUX,2003,35.92592593
Latvia,LVA,2003,52.74191266
Malta,MLT,2003,1.09375
Netherlands,NLD,2003,10.77292654
Poland,POL,2003,29.84587252
Portugal,PRT,2003,35.76284153
Romania,ROU,2003,27.87866928
Slovak Republic,SVK,2003,39.62502598
Slovenia,SVN,2003,61.42999007
Sweden,SWE,2003,68.56752937
Austria,AUT,2004,46.59922499
Belgium,BEL,2004,22.33579921
Bulgaria,BGR,2004,32.3630011
Cyprus,CYP,2004,18.62575758
Czech Republic,CZE,2004,34.23927
Germany,DEU,2004,32.6174843
Denmark,DNK,2004,13.61197266
Spain,ESP,2004,35.40705557
Estonia,EST,2004,53.73300307
Finland,FIN,2004,73.42389442
France,FRA,2004,28.74607126
United Kingdom,GBR,2004,12.38374736
Greece,GRC,2004,28.86624515
Croatia,HRV,2004,33.93495354
Hungary,HUN,2004,21.99573756
Ireland,IRL,2004,9.672927856
Italy,ITA,2004,29.34917386
Lithuania,LTU,2004,33.18442884
Luxembourg,LUX,2004,36.00823045
Latvia,LVA,2004,52.95273008
Malta,MLT,2004,1.09375
Netherlands,NLD,2004,10.81433649
Poland,POL,2004,29.92524402
Portugal,PRT,2004,35.73114754
Romania,ROU,2004,27.9373913
Slovak Republic,SVK,2004,39.66756757
Slovenia,SVN,2004,61.49950348
Sweden,SWE,2004,68.54559633
Austria,AUT,2005,46.62957132
Belgium,BEL,2005,22.41033686
Bulgaria,BGR,2005,32.73195876
Cyprus,CYP,2005,18.63906926
Czech Republic,CZE,2005,34.2652731
Germany,DEU,2005,32.6341897
Denmark,DNK,2005,13.64706576
Spain,ESP,2005,35.70425174
Estonia,EST,2005,53.9621373
Finland,FIN,2005,73.35703733
France,FRA,2005,28.95315008
United Kingdom,GBR,2005,12.42714835
Greece,GRC,2005,29.10020403
Croatia,HRV,2005,33.99749821
Hungary,HUN,2005,22.13793103
Ireland,IRL,2005,9.803599942
Italy,ITA,2005,29.57314544
Lithuania,LTU,2005,33.42373963
Luxembourg,LUX,2005,36.09053498
Latvia,LVA,2005,53.1635475
Malta,MLT,2005,1.09375
Netherlands,NLD,2005,10.85574645
Poland,POL,2005,30.01338426
Portugal,PRT,2005,35.71116213
Romania,ROU,2005,28.0046091
Slovak Republic,SVK,2005,39.7018711
Slovenia,SVN,2005,61.56901688
Sweden,SWE,2005,68.5236633
Austria,AUT,2006,46.65991766
Belgium,BEL,2006,22.4848745
Bulgaria,BGR,2006,33.0682132
Cyprus,CYP,2006,18.65238095
Czech Republic,CZE,2006,34.29571521
Germany,DEU,2006,32.65370498
Denmark,DNK,2006,13.68215885
Spain,ESP,2006,36.00299812
Estonia,EST,2006,54.19127153
Finland,FIN,2006,73.40585972
France,FRA,2006,29.15970392
United Kingdom,GBR,2006,12.47054933
Greece,GRC,2006,29.33416292
Croatia,HRV,2006,34.06004289
Hungary,HUN,2006,22.2776699
Ireland,IRL,2006,9.934272028
Italy,ITA,2006,29.79711702
Lithuania,LTU,2006,33.66305041
Luxembourg,LUX,2006,36.17283951
Latvia,LVA,2006,53.37436491
Malta,MLT,2006,1.09375
Netherlands,NLD,2006,10.8971564
Poland,POL,2006,30.10250718
Portugal,PRT,2006,35.67945775
Romania,ROU,2006,28.06939734
Slovak Republic,SVK,2006,39.73617464
Slovenia,SVN,2006,61.63853029
Sweden,SWE,2006,68.50173027
Austria,AUT,2007,46.6913948
Belgium,BEL,2007,22.55941215
Bulgaria,BGR,2007,33.40760519
Cyprus,CYP,2007,18.66569264
Czech Republic,CZE,2007,34.32172168
Germany,DEU,2007,32.67416181
Denmark,DNK,2007,13.71725194
Spain,ESP,2007,36.28442027
Estonia,EST,2007,54.42040576
Finland,FIN,2007,73.34372061
France,FRA,2007,29.36625776
United Kingdom,GBR,2007,12.51395032
Greece,GRC,2007,29.56812258
Croatia,HRV,2007,34.12258756
Hungary,HUN,2007,22.41740877
Ireland,IRL,2007,10.06494411
Italy,ITA,2007,30.0210886
Lithuania,LTU,2007,33.9023612
Luxembourg,LUX,2007,36.25514403
Latvia,LVA,2007,53.58518233
Malta,MLT,2007,1.09375
Netherlands,NLD,2007,10.93856635
Poland,POL,2007,30.1906503
Portugal,PRT,2007,35.64775336
Romania,ROU,2007,28.14519988
Slovak Republic,SVK,2007,39.77047817
Slovenia,SVN,2007,61.70804369
Sweden,SWE,2007,68.47979724
Austria,AUT,2008,46.72174187
Belgium,BEL,2008,22.6339498
Bulgaria,BGR,2008,33.74090784
Cyprus,CYP,2008,18.67900433
Czech Republic,CZE,2008,34.34772816
Germany,DEU,2008,32.69368672
Denmark,DNK,2008,13.75234504
Spain,ESP,2008,36.59795108
Estonia,EST,2008,54.64953999
Finland,FIN,2008,73.32256663
France,FRA,2008,29.5728116
United Kingdom,GBR,2008,12.5573513
Greece,GRC,2008,29.80208146
Croatia,HRV,2008,34.18513224
Hungary,HUN,2008,22.55714764
Ireland,IRL,2008,10.1956162
Italy,ITA,2008,30.24506018
Lithuania,LTU,2008,34.14439569
Luxembourg,LUX,2008,36.33744856
Latvia,LVA,2008,53.79599974
Malta,MLT,2008,1.09375
Netherlands,NLD,2008,10.9799763
Poland,POL,2008,30.28077049
Portugal,PRT,2008,35.61604898
Romania,ROU,2008,28.20878643
Slovak Republic,SVK,2008,39.8047817
Slovenia,SVN,2008,61.75854504
Sweden,SWE,2008,68.45786421
Austria,AUT,2009,46.75208893
Belgium,BEL,2009,22.70848745
Bulgaria,BGR,2009,34.0899042
Cyprus,CYP,2009,18.69231602
Czech Republic,CZE,2009,34.37373463
Germany,DEU,2009,32.71133932
Denmark,DNK,2009,13.78743813
Spain,ESP,2009,36.89928809
Estonia,EST,2009,54.87867422
Finland,FIN,2009,73.25555775
France,FRA,2009,29.77936544
United Kingdom,GBR,2009,12.60075228
Greece,GRC,2009,30.03604112
Croatia,HRV,2009,34.24767691
Hungary,HUN,2009,22.46623219
Ireland,IRL,2009,10.32628829
Italy,ITA,2009,30.46903175
Lithuania,LTU,2009,34.38372557
Luxembourg,LUX,2009,36.41975309
Latvia,LVA,2009,54.02071406
Malta,MLT,2009,1.09375
Netherlands,NLD,2009,11.03118885
Poland,POL,2009,30.37090244
Portugal,PRT,2009,35.53772246
Romania,ROU,2009,28.25393376
Slovak Republic,SVK,2009,39.84736952
Slovenia,SVN,2009,61.82926466
Sweden,SWE,2009,68.43593118
Austria,AUT,2010,46.78640201
Belgium,BEL,2010,22.7830251
Bulgaria,BGR,2010,34.42336035
Cyprus,CYP,2010,18.70562771
Czech Republic,CZE,2010,34.40419472
Germany,DEU,2010,32.73087185
Denmark,DNK,2010,13.82253123
Spain,ESP,2010,37.0899382
Estonia,EST,2010,55.10780845
Finland,FIN,2010,73.18854886
France,FRA,2010,29.98591927
United Kingdom,GBR,2010,12.64415327
Greece,GRC,2010,30.27
Croatia,HRV,2010,34.31022159
Hungary,HUN,2010,22.60455098
Ireland,IRL,2010,10.45696037
Italy,ITA,2010,30.69300333
Lithuania,LTU,2010,34.62305544
Luxembourg,LUX,2010,36.50205761
Latvia,LVA,2010,54.17930591
Malta,MLT,2010,1.09375
Netherlands,NLD,2010,11.07263564
Poland,POL,2010,30.45905707
Portugal,PRT,2010,35.50605961
Romania,ROU,2010,28.31993045
Slovak Republic,SVK,2010,39.88085089
Slovenia,SVN,2010,61.89752906
Sweden,SWE,2010,68.41399815
Austria,AUT,2011,46.83564879
Belgium,BEL,2011,22.77926024
Bulgaria,BGR,2011,34.60022108
Cyprus,CYP,2011,18.70281385
Czech Republic,CZE,2011,34.43270326
Germany,DEU,2011,32.73754877
Denmark,DNK,2011,14.00254537
Spain,ESP,2011,37.10192046
Estonia,EST,2011,55.50879925
Finland,FIN,2011,73.30086544
France,FRA,2011,30.13823218
United Kingdom,GBR,2011,12.72351507
Greece,GRC,2011,30.27
Croatia,HRV,2011,34.31736955
Hungary,HUN,2011,22.63642991
Ireland,IRL,2011,10.55651038
Italy,ITA,2011,30.87593663
Lithuania,LTU,2011,34.67785685
Luxembourg,LUX,2011,36.50205761
Latvia,LVA,2011,54.2762701
Malta,MLT,2011,1.09375
Netherlands,NLD,2011,11.02461447
Poland,POL,2011,30.52346276
Portugal,PRT,2011,35.63707828
Romania,ROU,2011,28.64053526
Slovak Republic,SVK,2011,39.8993096
Slovenia,SVN,2011,61.90807108
Sweden,SWE,2011,68.36866988
Austria,AUT,2012,46.88320372
Belgium,BEL,2012,22.77549538
Bulgaria,BGR,2012,34.7770818
Cyprus,CYP,2012,18.7
Czech Republic,CZE,2012,34.46567396
Germany,DEU,2012,32.74516555
Denmark,DNK,2012,15.04415
Spain,ESP,2012,37.07977849
Estonia,EST,2012,55.90979004
Finland,FIN,2012,73.41077364
France,FRA,2012,30.29054509
United Kingdom,GBR,2012,12.80287687
Greece,GRC,2012,30.27
Croatia,HRV,2012,34.32451751
Hungary,HUN,2012,22.66830885
Ireland,IRL,2012,10.65606039
Italy,ITA,2012,31.05886993
Lithuania,LTU,2012,34.73210582
Luxembourg,LUX,2012,36.50205761
Latvia,LVA,2012,54.35587005
Malta,MLT,2012,1.09375
Netherlands,NLD,2012,10.97330961
Poland,POL,2012,30.58389393
Portugal,PRT,2012,35.76809695
Romania,ROU,2012,28.99480045
Slovak Republic,SVK,2012,39.91528032
Slovenia,SVN,2012,61.91892066
Sweden,SWE,2012,68.82653312
Austria,AUT,2013,46.93986502
Belgium,BEL,2013,22.77173052
Bulgaria,BGR,2013,34.95394252
Cyprus,CYP,2013,18.69718615
Czech Republic,CZE,2013,34.4986532
Germany,DEU,2013,32.71898647
Denmark,DNK,2013,15.2351
Spain,ESP,2013,37.08211351
Estonia,EST,2013,54.91175523
Finland,FIN,2013,73.52068183
France,FRA,2013,30.442858
United Kingdom,GBR,2013,12.88223866
Greece,GRC,2013,30.27
Croatia,HRV,2013,34.33166548
Hungary,HUN,2013,22.70018778
Ireland,IRL,2013,10.75561039
Italy,ITA,2013,31.24180322
Lithuania,LTU,2013,34.78579976
Luxembourg,LUX,2013,36.50205761
Latvia,LVA,2013,54.40926194
Malta,MLT,2013,1.09375
Netherlands,NLD,2013,10.93173048
Poland,POL,2013,30.64432906
Portugal,PRT,2013,35.8931589
Romania,ROU,2013,29.32911359
Slovak Republic,SVK,2013,39.93125104
Slovenia,SVN,2013,61.94637537
Sweden,SWE,2013,68.78087102
Austria,AUT,2014,46.98801546
Belgium,BEL,2014,22.76796565
Bulgaria,BGR,2014,35.13080324
Cyprus,CYP,2014,18.69437229
Czech Republic,CZE,2014,34.52716913
Germany,DEU,2014,32.72284322
Denmark,DNK,2014,15.42605
Spain,ESP,2014,37.08444853
Estonia,EST,2014,55.30278353
Finland,FIN,2014,73.63059002
France,FRA,2014,30.59517091
United Kingdom,GBR,2014,12.96160046
Greece,GRC,2014,30.27
Croatia,HRV,2014,33.95652942
Hungary,HUN,2014,22.55023011
Ireland,IRL,2014,10.8551604
Italy,ITA,2014,31.42473652
Lithuania,LTU,2014,34.85395052
Luxembourg,LUX,2014,36.50205761
Latvia,LVA,2014,54.51522369
Malta,MLT,2014,1.09375
Netherlands,NLD,2014,10.88037993
Poland,POL,2014,30.70577093
Portugal,PRT,2014,36.02399853
Romania,ROU,2014,29.65824061
Slovak Republic,SVK,2014,39.95386855
Slovenia,SVN,2014,61.95630586
Sweden,SWE,2014,68.74027154
Austria,AUT,2015,47.03332525
Belgium,BEL,2015,22.76420079
Bulgaria,BGR,2015,35.30766396
Cyprus,CYP,2015,18.69155844
Czech Republic,CZE,2015,34.5601606
Germany,DEU,2015,32.73232815
Denmark,DNK,2015,15.617
Spain,ESP,2015,37.12753247
Estonia,EST,2015,55.69381182
Finland,FIN,2015,73.73564542
France,FRA,2015,30.74748382
United Kingdom,GBR,2015,13.04096226
Greece,GRC,2015,30.27
Croatia,HRV,2015,33.96359781
Hungary,HUN,2015,22.58185404
Ireland,IRL,2015,10.95471041
Italy,ITA,2015,31.60766982
Lithuania,LTU,2015,34.90822027
Luxembourg,LUX,2015,36.50205761
Latvia,LVA,2015,54.58619025
Malta,MLT,2015,1.09375
Netherlands,NLD,2015,10.83546184
Poland,POL,2015,30.76521114
Portugal,PRT,2015,36.15499489
Romania,ROU,2015,29.99374131
Slovak Republic,SVK,2015,39.96817936
Slovenia,SVN,2015,61.95823776
Sweden,SWE,2015,68.69460607
Austria,AUT,2016,47.07695104
Belgium,BEL,2016,22.76420079
Bulgaria,BGR,2016,35.38135593
Cyprus,CYP,2016,18.68073593
Czech Republic,CZE,2016,34.57459207
Germany,DEU,2016,32.68548202
Denmark,DNK,2016,15.6165
Spain,ESP,2016,37.14286858
Estonia,EST,2016,55.69933287
Finland,FIN,2016,73.73564542
France,FRA,2016,30.89979673
United Kingdom,GBR,2016,13.05749597
Greece,GRC,2016,30.26997673
Croatia,HRV,2016,34.00106379
Hungary,HUN,2016,22.55895244
Ireland,IRL,2016,11.06619248
Italy,ITA,2016,31.79060991
Lithuania,LTU,2016,34.96056959
Luxembourg,LUX,2016,36.50205761
Latvia,LVA,2016,54.65727624
Malta,MLT,2016,1.1875
Netherlands,NLD,2016,10.86308286
Poland,POL,2016,30.81420033
Portugal,PRT,2016,36.15499489
Romania,ROU,2016,30.11582928
Slovak Republic,SVK,2016,40.00353577
Slovenia,SVN,2016,61.85929898
Sweden,SWE,2016,68.69460607
Austria,AUT,2017,47.12045565
Belgium,BEL,2017,22.76420079
Bulgaria,BGR,2017,35.50110538
Cyprus,CYP,2017,18.67857143
Czech Republic,CZE,2017,34.60251263
Germany,DEU,2017,32.68454647
Denmark,DNK,2017,15.64
Spain,ESP,2017,37.15223392
Estonia,EST,2017,56.09385783
Finland,FIN,2017,73.73321927
France,FRA,2017,31.05210964
United Kingdom,GBR,2017,13.07816311
Greece,GRC,2017,30.26997673
Croatia,HRV,2017,34.13338752
Hungary,HUN,2017,22.5429542
Ireland,IRL,2017,11.17752939
Italy,ITA,2017,31.97355001
Lithuania,LTU,2017,35.05691161
Luxembourg,LUX,2017,36.50205761
Latvia,LVA,2017,54.72838512
Malta,MLT,2017,1.3125
Netherlands,NLD,2017,10.89100089
Poland,POL,2017,30.85339168
Portugal,PRT,2017,36.15499489
